"OID","Country or Area","Year","Description","Magnitude","Value"
"939c25..BA...","ESTONIA","2000","SUBSIDIES","KROONI","681500000"
"939c27..BA...","ESTONIA","2000","SOCIAL BENEFITS","KROONI","3554500000"
"939c22..BA...","ESTONIA","2000","PURCHASES OF GOODS & SERVICES","KROONI","5315000000"
"939c28..BA...","ESTONIA","2000","OTHER PAYMENTS","KROONI","12700000"
"939c24..BA...","ESTONIA","2000","INTEREST","KROONI","165700000"
"939c26..BA...","ESTONIA","2000","GRANTS","KROONI","1742600000"
"939c21..BA...","ESTONIA","2000","COMPENSATION OF EMPLOYEES","KROONI","3571300000"
"939c2...BA...","ESTONIA","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","KROONI","15043300000"
"939c2M..BA...","ESTONIA","1999","TOTAL CASH EXPENDITURE [2+31]","KROONI","15822200000"
"939c25..BA...","ESTONIA","1999","SUBSIDIES","KROONI","689700000"
"939c27..BA...","ESTONIA","1999","SOCIAL BENEFITS","KROONI","3301200000"
"939c22..BA...","ESTONIA","1999","PURCHASES OF GOODS & SERVICES","KROONI","4848200000"
"939c28..BA...","ESTONIA","1999","OTHER PAYMENTS","KROONI","163000000"
"939c24..BA...","ESTONIA","1999","INTEREST","KROONI","189000000"
"939c26..BA...","ESTONIA","1999","GRANTS","KROONI","1881700000"
"939c21..BA...","ESTONIA","1999","COMPENSATION OF EMPLOYEES","KROONI","3391600000"
"939c2...BA...","ESTONIA","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","KROONI","14464400000"
"939c2M..BA...","ESTONIA","1998","TOTAL CASH EXPENDITURE [2+31]","KROONI","13147300000"
"939c25..BA...","ESTONIA","1998","SUBSIDIES","KROONI","693000000"
"939c27..BA...","ESTONIA","1998","SOCIAL BENEFITS","KROONI","2107400000"
"939c22..BA...","ESTONIA","1998","PURCHASES OF GOODS & SERVICES","KROONI","4032900000"
"939c28..BA...","ESTONIA","1998","OTHER PAYMENTS","KROONI","169600000"
"939c24..BA...","ESTONIA","1998","INTEREST","KROONI","225500000"
"939c26..BA...","ESTONIA","1998","GRANTS","KROONI","1723700000"
"939c21..BA...","ESTONIA","1998","COMPENSATION OF EMPLOYEES","KROONI","2726000000"
"939c2...BA...","ESTONIA","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","KROONI","11678100000"
"939c2M..BA...","ESTONIA","1997","TOTAL CASH EXPENDITURE [2+31]","KROONI","11022300000"
"939c25..BA...","ESTONIA","1997","SUBSIDIES","KROONI","182600000"
"939c27..BA...","ESTONIA","1997","SOCIAL BENEFITS","KROONI","2050500000"
"939c22..BA...","ESTONIA","1997","PURCHASES OF GOODS & SERVICES","KROONI","3255600000"
"939c28..BA...","ESTONIA","1997","OTHER PAYMENTS","KROONI","137100000"
"939c24..BA...","ESTONIA","1997","INTEREST","KROONI","211600000"
"939c26..BA...","ESTONIA","1997","GRANTS","KROONI","1354300000"
"939c21..BA...","ESTONIA","1997","COMPENSATION OF EMPLOYEES","KROONI","2458600000"
"939c2...BA...","ESTONIA","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","KROONI","9675000000"
"939c2M..BA...","ESTONIA","1996","TOTAL CASH EXPENDITURE [2+31]","KROONI","9473400000"
"939c25..BA...","ESTONIA","1996","SUBSIDIES","KROONI","451800000"
"939c27..BA...","ESTONIA","1996","SOCIAL BENEFITS","KROONI","1484700000"
"939c22..BA...","ESTONIA","1996","PURCHASES OF GOODS & SERVICES","KROONI","2893600000"
"939c28..BA...","ESTONIA","1996","OTHER PAYMENTS","KROONI","58400000"
"939c24..BA...","ESTONIA","1996","INTEREST","KROONI","208100000"
"939c26..BA...","ESTONIA","1996","GRANTS","KROONI","933900000"
"939c21..BA...","ESTONIA","1996","COMPENSATION OF EMPLOYEES","KROONI","2209100000"
"939c2...BA...","ESTONIA","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","KROONI","8239300000"
"939c2M..BA...","ESTONIA","1991","TOTAL CASH EXPENDITURE [2+31]","KROONI","195400000"
"939c25..BA...","ESTONIA","1991","SUBSIDIES","KROONI","43900000"
"939c27..BA...","ESTONIA","1991","SOCIAL BENEFITS","KROONI","40800000"
"939c22..BA...","ESTONIA","1991","PURCHASES OF GOODS & SERVICES","KROONI","27400000"
"939c28..BA...","ESTONIA","1991","OTHER PAYMENTS","KROONI","9800000"
"939c24..BA...","ESTONIA","1991","INTEREST","KROONI","1000000"
"939c26..BA...","ESTONIA","1991","GRANTS","KROONI","43600000"
"939c21..BA...","ESTONIA","1991","COMPENSATION OF EMPLOYEES","KROONI","31700000"
"939c2...BA...","ESTONIA","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","KROONI","175200000"
"644c2M..BA...","ETHIOPIA","2002","TOTAL CASH EXPENDITURE [2+31]","BIRR","14876800000"
"644c25..BA...","ETHIOPIA","2002","SUBSIDIES","BIRR","0"
"644c27..BA...","ETHIOPIA","2002","SOCIAL BENEFITS","BIRR","999600000"
"644c22..BA...","ETHIOPIA","2002","PURCHASES OF GOODS AND SERVICES","BIRR","3277600000"
"644c28..BA...","ETHIOPIA","2002","OTHER PAYMENTS","BIRR","143000000"
"644c24..BA...","ETHIOPIA","2002","INTEREST","BIRR","996400000"
"644c26..BA...","ETHIOPIA","2002","GRANTS","BIRR","4289600000"
"644c21..BA...","ETHIOPIA","2002","COMPENSATION OF EMPLOYEES","BIRR","1859900000"
"644c2...BA...","ETHIOPIA","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","11566100000"
"644c2M..BA...","ETHIOPIA","2001","TOTAL CASH EXPENDITURE [2+31]","BIRR","13832200000"
"644c25..BA...","ETHIOPIA","2001","SUBSIDIES","BIRR","0"
"644c27..BA...","ETHIOPIA","2001","SOCIAL BENEFITS","BIRR","0"
"644c22..BA...","ETHIOPIA","2001","PURCHASES OF GOODS AND SERVICES","BIRR","2196500000"
"644c28..BA...","ETHIOPIA","2001","OTHER PAYMENTS","BIRR","0"
"644c24..BA...","ETHIOPIA","2001","INTEREST","BIRR","1069900000"
"644c26..BA...","ETHIOPIA","2001","GRANTS","BIRR","4366000000"
"644c21..BA...","ETHIOPIA","2001","COMPENSATION OF EMPLOYEES","BIRR","2315900000"
"644c2...BA...","ETHIOPIA","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","9948300000"
"644c2M..BA...","ETHIOPIA","1999","TOTAL CASH EXPENDITURE [2+31]","BIRR","12137700000"
"644c25..BA...","ETHIOPIA","1999","SUBSIDIES","BIRR","3697900000"
"644c27..BA...","ETHIOPIA","1999","SOCIAL BENEFITS","BIRR","248000000"
"644c22..BA...","ETHIOPIA","1999","PURCHASES OF GOODS AND SERVICES","BIRR","4429600000"
"644c28..BA...","ETHIOPIA","1999","OTHER PAYMENTS","BIRR","24400000"
"644c24..BA...","ETHIOPIA","1999","INTEREST","BIRR","1002500000"
"644c26..BA...","ETHIOPIA","1999","GRANTS","BIRR","29900000"
"644c21..BA...","ETHIOPIA","1999","COMPENSATION OF EMPLOYEES","BIRR","2284900000"
"644c2...BA...","ETHIOPIA","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","10503300000"
"644c2M..BA...","ETHIOPIA","1998","TOTAL CASH EXPENDITURE [2+31]","BIRR","10803400000"
"644c25..BA...","ETHIOPIA","1998","SUBSIDIES","BIRR","3314500000"
"644c27..BA...","ETHIOPIA","1998","SOCIAL BENEFITS","BIRR","321300000"
"644c22..BA...","ETHIOPIA","1998","PURCHASES OF GOODS AND SERVICES","BIRR","2267600000"
"644c28..BA...","ETHIOPIA","1998","OTHER PAYMENTS","BIRR","47700000"
"644c24..BA...","ETHIOPIA","1998","INTEREST","BIRR","899900000"
"644c26..BA...","ETHIOPIA","1998","GRANTS","BIRR","92100000"
"644c21..BA...","ETHIOPIA","1998","COMPENSATION OF EMPLOYEES","BIRR","2211800000"
"644c2...BA...","ETHIOPIA","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","8610900000"
"644c2M..BA...","ETHIOPIA","1997","TOTAL CASH EXPENDITURE [2+31]","BIRR","9607900000"
"644c25..BA...","ETHIOPIA","1997","SUBSIDIES","BIRR","1361900000"
"644c27..BA...","ETHIOPIA","1997","SOCIAL BENEFITS","BIRR","309500000"
"644c22..BA...","ETHIOPIA","1997","PURCHASES OF GOODS AND SERVICES","BIRR","2163800000"
"644c28..BA...","ETHIOPIA","1997","OTHER PAYMENTS","BIRR","52500000"
"644c24..BA...","ETHIOPIA","1997","INTEREST","BIRR","935000000"
"644c26..BA...","ETHIOPIA","1997","GRANTS","BIRR","272600000"
"644c21..BA...","ETHIOPIA","1997","COMPENSATION OF EMPLOYEES","BIRR","2200100000"
"644c2...BA...","ETHIOPIA","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","6918700000"
"644c2M..BA...","ETHIOPIA","1996","TOTAL CASH EXPENDITURE [2+31]","BIRR","8486800000"
"644c25..BA...","ETHIOPIA","1996","SUBSIDIES","BIRR","537500000"
"644c27..BA...","ETHIOPIA","1996","SOCIAL BENEFITS","BIRR","304100000"
"644c22..BA...","ETHIOPIA","1996","PURCHASES OF GOODS AND SERVICES","BIRR","1973900000"
"644c28..BA...","ETHIOPIA","1996","OTHER PAYMENTS","BIRR","25000000"
"644c24..BA...","ETHIOPIA","1996","INTEREST","BIRR","931700000"
"644c26..BA...","ETHIOPIA","1996","GRANTS","BIRR","42400000"
"644c21..BA...","ETHIOPIA","1996","COMPENSATION OF EMPLOYEES","BIRR","2463400000"
"644c2...BA...","ETHIOPIA","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","5992500000"
"644c2M..BA...","ETHIOPIA","1995","TOTAL CASH EXPENDITURE [2+31]","BIRR","7941600000"
"644c25..BA...","ETHIOPIA","1995","SUBSIDIES","BIRR","149800000"
"644c27..BA...","ETHIOPIA","1995","SOCIAL BENEFITS","BIRR","866900000"
"644c22..BA...","ETHIOPIA","1995","PURCHASES OF GOODS AND SERVICES","BIRR","1993900000"
"644c28..BA...","ETHIOPIA","1995","OTHER PAYMENTS","BIRR","21800000"
"644c24..BA...","ETHIOPIA","1995","INTEREST","BIRR","838600000"
"644c26..BA...","ETHIOPIA","1995","GRANTS","BIRR","22500000"
"644c21..BA...","ETHIOPIA","1995","COMPENSATION OF EMPLOYEES","BIRR","2256400000"
"644c2...BA...","ETHIOPIA","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","5686400000"
"644c2M..BA...","ETHIOPIA","1994","TOTAL CASH EXPENDITURE [2+31]","BIRR","6715300000"
"644c25..BA...","ETHIOPIA","1994","SUBSIDIES","BIRR","67600000"
"644c27..BA...","ETHIOPIA","1994","SOCIAL BENEFITS","BIRR","629000000"
"644c22..BA...","ETHIOPIA","1994","PURCHASES OF GOODS AND SERVICES","BIRR","1477900000"
"644c28..BA...","ETHIOPIA","1994","OTHER PAYMENTS","BIRR","18100000"
"644c24..BA...","ETHIOPIA","1994","INTEREST","BIRR","956900000"
"644c26..BA...","ETHIOPIA","1994","GRANTS","BIRR","12800000"
"644c21..BA...","ETHIOPIA","1994","COMPENSATION OF EMPLOYEES","BIRR","2052200000"
"644c2...BA...","ETHIOPIA","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","4984000000"
"644c2M..BA...","ETHIOPIA","1993","TOTAL CASH EXPENDITURE [2+31]","BIRR","4830900000"
"644c25..BA...","ETHIOPIA","1993","SUBSIDIES","BIRR","324400000"
"644c27..BA...","ETHIOPIA","1993","SOCIAL BENEFITS","BIRR","233800000"
"644c22..BA...","ETHIOPIA","1993","PURCHASES OF GOODS AND SERVICES","BIRR","1174000000"
"644c28..BA...","ETHIOPIA","1993","OTHER PAYMENTS","BIRR","3600000"
"644c24..BA...","ETHIOPIA","1993","INTEREST","BIRR","530500000"
"644c26..BA...","ETHIOPIA","1993","GRANTS","BIRR","12800000"
"644c21..BA...","ETHIOPIA","1993","COMPENSATION OF EMPLOYEES","BIRR","1869900000"
"644c2...BA...","ETHIOPIA","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","3948400000"
"644c2M..BA...","ETHIOPIA","1992","TOTAL CASH EXPENDITURE [2+31]","BIRR","3700000000"
"644c25..BA...","ETHIOPIA","1992","SUBSIDIES","BIRR","594800000"
"644c27..BA...","ETHIOPIA","1992","SOCIAL BENEFITS","BIRR","197300000"
"644c22..BA...","ETHIOPIA","1992","PURCHASES OF GOODS AND SERVICES","BIRR","1174400000"
"644c28..BA...","ETHIOPIA","1992","OTHER PAYMENTS","BIRR","3200000"
"644c24..BA...","ETHIOPIA","1992","INTEREST","BIRR","307300000"
"644c26..BA...","ETHIOPIA","1992","GRANTS","BIRR","0"
"644c21..BA...","ETHIOPIA","1992","COMPENSATION OF EMPLOYEES","BIRR","1494200000"
"644c2...BA...","ETHIOPIA","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","3350700000"
"644c2M..BA...","ETHIOPIA","1991","TOTAL CASH EXPENDITURE [2+31]","BIRR","4410900000"
"644c25..BA...","ETHIOPIA","1991","SUBSIDIES","BIRR","215200000"
"644c27..BA...","ETHIOPIA","1991","SOCIAL BENEFITS","BIRR","152300000"
"644c22..BA...","ETHIOPIA","1991","PURCHASES OF GOODS AND SERVICES","BIRR","1314800000"
"644c28..BA...","ETHIOPIA","1991","OTHER PAYMENTS","BIRR","5400000"
"644c24..BA...","ETHIOPIA","1991","INTEREST","BIRR","267900000"
"644c26..BA...","ETHIOPIA","1991","GRANTS","BIRR","6000000"
"644c21..BA...","ETHIOPIA","1991","COMPENSATION OF EMPLOYEES","BIRR","2097300000"
"644c2...BA...","ETHIOPIA","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","3699800000"
"644c2M..BA...","ETHIOPIA","1990","TOTAL CASH EXPENDITURE [2+31]","BIRR","4819700000"
"644c25..BA...","ETHIOPIA","1990","SUBSIDIES","BIRR","282100000"
"644c27..BA...","ETHIOPIA","1990","SOCIAL BENEFITS","BIRR","163500000"
"644c22..BA...","ETHIOPIA","1990","PURCHASES OF GOODS AND SERVICES","BIRR","1746500000"
"644c28..BA...","ETHIOPIA","1990","OTHER PAYMENTS","BIRR","9700000"
"644c24..BA...","ETHIOPIA","1990","INTEREST","BIRR","227700000"
"644c26..BA...","ETHIOPIA","1990","GRANTS","BIRR","8500000"
"644c21..BA...","ETHIOPIA","1990","COMPENSATION OF EMPLOYEES","BIRR","1950500000"
"644c2...BA...","ETHIOPIA","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","BIRR","4053900000"
"819c25..BA...","FIJI","2006","SUBSIDIES","FIJI DOLLARS","8420140"
"819c27..BA...","FIJI","2006","SOCIAL BENEFITS","FIJI DOLLARS","67391900"
"819c22..BA...","FIJI","2006","PURCHASES OF GOODS & SERVICES","FIJI DOLLARS","234171000"
"819c28..BA...","FIJI","2006","OTHER PAYMENTS","FIJI DOLLARS","116010000"
"819c24..BA...","FIJI","2006","INTEREST","FIJI DOLLARS","141482000"
"819c26..BA...","FIJI","2006","GRANTS","FIJI DOLLARS","212917000"
"819c21..BA...","FIJI","2006","COMPENSATION OF EMPLOYEES","FIJI DOLLARS","632481000"
"819c2...BA...","FIJI","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","1412870000"
"819c25..BA...","FIJI","2005","SUBSIDIES","FIJI DOLLARS","8510000"
"819c27..BA...","FIJI","2005","SOCIAL BENEFITS","FIJI DOLLARS","66770000"
"819c22..BA...","FIJI","2005","PURCHASES OF GOODS & SERVICES","FIJI DOLLARS","200740000"
"819c28..BA...","FIJI","2005","OTHER PAYMENTS","FIJI DOLLARS","103500000"
"819c24..BA...","FIJI","2005","INTEREST","FIJI DOLLARS","128090000"
"819c26..BA...","FIJI","2005","GRANTS","FIJI DOLLARS","212580000"
"819c21..BA...","FIJI","2005","COMPENSATION OF EMPLOYEES","FIJI DOLLARS","525260000"
"819c2...BA...","FIJI","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","1245440000"
"819c25..BA...","FIJI","2004","SUBSIDIES","FIJI DOLLARS","8206000"
"819c27..BA...","FIJI","2004","SOCIAL BENEFITS","FIJI DOLLARS","59413000"
"819c22..BA...","FIJI","2004","PURCHASES OF GOODS & SERVICES","FIJI DOLLARS","182700000"
"819c28..BA...","FIJI","2004","OTHER PAYMENTS","FIJI DOLLARS","95130000"
"819c24..BA...","FIJI","2004","INTEREST","FIJI DOLLARS","119020000"
"819c26..BA...","FIJI","2004","GRANTS","FIJI DOLLARS","194240000"
"819c21..BA...","FIJI","2004","COMPENSATION OF EMPLOYEES","FIJI DOLLARS","519260000"
"819c2...BA...","FIJI","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","1177970000"
"819c2...BA...","FIJI","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","1085300000"
"819c2...BA...","FIJI","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","955000000"
"819c2...BA...","FIJI","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","811500000"
"819c2...BA...","FIJI","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","812500000"
"819c2...BA...","FIJI","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","812700000"
"819c2...BA...","FIJI","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","714600000"
"819c2...BA...","FIJI","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","679800000"
"819c2...BA...","FIJI","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","605900000"
"819c2...BA...","FIJI","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","514650000"
"819c2...BA...","FIJI","1988","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","401730000"
"819c2...BA...","FIJI","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","410100000"
"819c2...BA...","FIJI","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","410630000"
"819c2...BA...","FIJI","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","375130000"
"819c2...BA...","FIJI","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","367890000"
"819c2...BA...","FIJI","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","336940000"
"819c2...BA...","FIJI","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","335130000"
"819c2...BA...","FIJI","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","308110000"
"819c2...BA...","FIJI","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","253890000"
"819c2...BA...","FIJI","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","218780000"
"819c2...BA...","FIJI","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","187610000"
"819c2...BA...","FIJI","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","169290000"
"819c2...BA...","FIJI","1976","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","147690000"
"819c2...BA...","FIJI","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","116970000"
"819c2...BA...","FIJI","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","96060000"
"819c2...BA...","FIJI","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","79360000"
"819c2...BA...","FIJI","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","59100000"
"819c2...BA...","FIJI","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","53400000"
"819c2...BA...","FIJI","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","FIJI DOLLARS","48610000"
"172c2...CG...","FINLAND","2008","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","44951000000"
"172c2...CG...","FINLAND","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","41362000000"
"172c2...CG...","FINLAND","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","40588000000"
"172c2...CG...","FINLAND","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","39368000000"
"172c2...CG...","FINLAND","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","36712000000"
"172c2...CG...","FINLAND","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","36965000000"
"172c2...CG...","FINLAND","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","34939100000"
"172c2...CG...","FINLAND","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","37637000000"
"172c2...CG...","FINLAND","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","34015800000"
"172c2...CG...","FINLAND","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","31269600000"
"172c2...CG...","FINLAND","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","193873000000"
"172c2...CG...","FINLAND","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","31387000000"
"172c2...CG...","FINLAND","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","200856000000"
"172c2...CG...","FINLAND","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","203475000000"
"172c2...CG...","FINLAND","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","193451000000"
"172c2...CG...","FINLAND","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","190257000000"
"172c2...CG...","FINLAND","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","198464000000"
"172c2...CG...","FINLAND","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","166930000000"
"172c2...CG...","FINLAND","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","138674000000"
"172c2...CG...","FINLAND","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","124463000000"
"172c2...CG...","FINLAND","1988","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","114920000000"
"172c2...CG...","FINLAND","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","103931000000"
"172c2...CG...","FINLAND","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","93074000000"
"172c2...CG...","FINLAND","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","87649000000"
"172c2...CG...","FINLAND","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","78983000000"
"172c2...CG...","FINLAND","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","73088000000"
"172c2...CG...","FINLAND","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","64338000000"
"172c2...CG...","FINLAND","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","54231000000"
"172c2...CG...","FINLAND","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","47683000000"
"172c2...CG...","FINLAND","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","42066000000"
"172c2...CG...","FINLAND","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","36232000000"
"172c2...CG...","FINLAND","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","33569000000"
"172c2...CG...","FINLAND","1976","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","30381000000"
"172c2...CG...","FINLAND","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","26712000000"
"172c2...CG...","FINLAND","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","19157000000"
"172c2...CG...","FINLAND","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","15233000000"
"172c2...CG...","FINLAND","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","12760000000"
"172c2...CG...","FINLAND","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","11012000000"
"172c2...CG...","FINLAND","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","9811000000"
"172c2...CG...","FINLAND","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","9141000000"
"172c2...CG...","FINLAND","1968","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","8303000000"
"172c2...CG...","FINLAND","1967","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","7740000000"
"172c2...CG...","FINLAND","1966","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","437000000"
"172c2...CG...","FINLAND","1965","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","378000000"
"172c2...CG...","FINLAND","1964","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","309000000"
"172c2...CG...","FINLAND","1963","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","327000000"
